,Month,Day,Hour,Lat,Long,WindSpeed,Pressure,unique-key,distance,direction,gridID
134,8.0,19.0,18.0,12.0,-44.5,30.0,1010.0,DEBBY-2000-7,0.0,0.0,0.0
135,8.0,20.0,0.0,12.6,-45.3,30.0,1010.0,DEBBY-2000-7,68.10148442088497,313.59188734573456,0.0
136,8.0,20.0,6.0,13.3,-46.8,35.0,1009.0,DEBBY-2000-7,112.01743430405432,230.16582946153974,0.0
137,8.0,20.0,12.0,14.0,-48.8,40.0,1008.0,DEBBY-2000-7,142.76698319261794,322.27396631721115,0.0
138,8.0,20.0,18.0,14.7,-50.6,45.0,1007.0,DEBBY-2000-7,129.86799444713355,31.781920102536336,0.0
139,8.0,21.0,0.0,15.1,-52.1,55.0,1006.0,DEBBY-2000-7,103.92729730702489,104.0535032699596,0.0
140,8.0,21.0,6.0,15.4,-54.0,65.0,1005.0,DEBBY-2000-7,128.37521723672847,115.15761284544429,0.0
141,8.0,21.0,12.0,15.7,-56.3,75.0,1004.0,DEBBY-2000-7,154.5372701677382,101.83494443254932,0.0
142,8.0,21.0,18.0,16.1,-58.5,75.0,1004.0,DEBBY-2000-7,148.82017983155689,49.11539545309472,0.0
143,8.0,22.0,0.0,16.8,-60.1,70.0,995.0,DEBBY-2000-7,116.56654774122781,29.656428125071958,0.0
144,8.0,22.0,6.0,17.5,-61.7,65.0,993.0,DEBBY-2000-7,116.21136939159396,208.21487036751546,0.0
145,8.0,22.0,12.0,18.1,-63.5,65.0,994.0,DEBBY-2000-7,125.49568828650791,228.17829055919535,0.0
146,8.0,22.0,18.0,18.8,-65.4,65.0,995.0,DEBBY-2000-7,133.62823780678488,261.9562147106891,0.0
147,8.0,23.0,0.0,19.2,-66.7,65.0,995.0,DEBBY-2000-7,89.33623972383859,244.92152844565814,0.0
148,8.0,23.0,6.0,19.5,-68.1,65.0,995.0,DEBBY-2000-7,93.61675900728291,284.6199461396629,0.0
149,8.0,23.0,12.0,19.8,-69.7,60.0,1005.0,DEBBY-2000-7,106.18414176425074,319.02397167119904,0.0
150,8.0,23.0,18.0,20.0,-71.5,50.0,1009.0,DEBBY-2000-7,117.78790481396845,208.64639539021024,0.0
151,8.0,24.0,0.0,19.9,-73.3,40.0,1010.0,DEBBY-2000-7,117.14116751710586,234.995535186117,0.0
152,8.0,24.0,6.0,19.6,-75.1,35.0,1011.0,DEBBY-2000-7,118.906056540369,314.5307721345739,0.0
153,8.0,24.0,12.0,19.5,-77.0,30.0,1011.0,DEBBY-2000-7,123.93620735218566,249.8782786499585,0.0
168,9.0,10.0,18.0,30.9,-70.9,30.0,1007.0,FLORENCE-2000-10,0.0,0.0,0.0
169,9.0,11.0,0.0,30.8,-71.3,30.0,1007.0,FLORENCE-2000-10,24.719479139318224,341.45200510280466,0.0
170,9.0,11.0,6.0,30.7,-71.8,30.0,1006.0,FLORENCE-2000-10,30.491545255439746,337.6784717806162,0.0
171,9.0,11.0,12.0,30.4,-72.2,45.0,1002.0,FLORENCE-2000-10,31.57039542467377,346.8199917465118,0.0
172,9.0,11.0,18.0,30.1,-72.6,65.0,998.0,FLORENCE-2000-10,31.62566953578513,353.27818931371365,0.0
173,9.0,12.0,0.0,30.1,-72.7,65.0,992.0,FLORENCE-2000-10,5.979302726628259,358.1192649069731,0.0
174,9.0,12.0,6.0,30.2,-72.8,60.0,993.0,FLORENCE-2000-10,9.136828326135255,356.8175510349157,0.0
175,9.0,12.0,12.0,30.3,-73.1,60.0,991.0,FLORENCE-2000-10,19.197809978779453,335.4203453007443,0.0
176,9.0,12.0,18.0,30.6,-73.3,65.0,987.0,FLORENCE-2000-10,23.91408042941514,212.4990514432357,0.0
177,9.0,13.0,0.0,30.8,-73.7,65.0,986.0,FLORENCE-2000-10,27.497423125043866,205.30467742086822,0.0
178,9.0,13.0,6.0,30.7,-74.0,65.0,986.0,FLORENCE-2000-10,19.112163534233844,195.16242973725537,0.0
179,9.0,13.0,12.0,30.7,-73.8,60.0,987.0,FLORENCE-2000-10,11.885356467266579,168.2583974096526,0.0
180,9.0,13.0,18.0,30.5,-73.7,55.0,989.0,FLORENCE-2000-10,15.04830878527705,173.07061675356843,0.0
181,9.0,14.0,0.0,30.2,-73.6,50.0,991.0,FLORENCE-2000-10,21.5745821800859,164.5379209056569,0.0
182,9.0,14.0,6.0,29.6,-73.6,45.0,993.0,FLORENCE-2000-10,41.46767450420081,-0.0,0.0
183,9.0,14.0,12.0,29.5,-73.4,45.0,994.0,FLORENCE-2000-10,13.869269029034815,354.45094937280845,0.0
184,9.0,14.0,18.0,29.3,-73.1,45.0,995.0,FLORENCE-2000-10,22.74546387277217,350.7272819614107,0.0
185,9.0,15.0,0.0,29.2,-72.8,45.0,995.0,FLORENCE-2000-10,19.3654439868458,349.7322459765899,0.0
186,9.0,15.0,6.0,29.1,-72.4,45.0,996.0,FLORENCE-2000-10,25.113495568302078,342.0830046849603,0.0
187,9.0,15.0,12.0,29.8,-71.2,50.0,997.0,FLORENCE-2000-10,86.92476399343207,354.9630159240031,0.0
188,9.0,15.0,18.0,30.1,-69.7,60.0,997.0,FLORENCE-2000-10,92.18640709502061,162.48629918587346,0.0
189,9.0,16.0,0.0,30.8,-67.5,65.0,994.0,FLORENCE-2000-10,139.7160320027317,52.55144423055714,0.0
190,9.0,16.0,6.0,32.6,-66.1,65.0,988.0,FLORENCE-2000-10,149.17054392336075,158.14883894651052,0.0
191,9.0,16.0,12.0,34.3,-64.2,65.0,987.0,FLORENCE-2000-10,160.64335310942448,291.3385482058899,0.0
192,9.0,16.0,18.0,36.1,-61.8,70.0,985.0,FLORENCE-2000-10,183.9637227690405,182.06279761301795,0.0
193,9.0,17.0,0.0,37.9,-59.5,60.0,990.0,FLORENCE-2000-10,177.73071947528354,113.61110982073001,0.0
194,9.0,17.0,6.0,40.1,-57.4,55.0,995.0,FLORENCE-2000-10,189.30290018253262,318.6917602839988,0.0
195,9.0,17.0,12.0,42.5,-55.0,50.0,1000.0,FLORENCE-2000-10,207.44372123351732,54.16181378778848,0.0
196,9.0,17.0,18.0,45.5,-53.0,50.0,1002.0,FLORENCE-2000-10,229.92758208948467,177.01607923360584,0.0
197,9.0,14.0,12.0,19.8,-87.3,25.0,1008.0,GORDON-2000-11,0.0,0.0,0.0
198,9.0,14.0,18.0,20.4,-87.4,25.0,1007.0,GORDON-2000-11,41.97251521159198,359.86038878379395,0.0
199,9.0,15.0,0.0,20.7,-87.7,25.0,1007.0,GORDON-2000-11,28.404438388015944,4.678759706748467,0.0
200,9.0,15.0,6.0,21.0,-88.0,25.0,1006.0,GORDON-2000-11,28.37822342164815,11.198260687573958,0.0
201,9.0,15.0,12.0,21.4,-88.7,25.0,1004.0,GORDON-2000-11,52.90259578348243,91.36709919240579,0.0
202,9.0,15.0,18.0,21.6,-87.8,30.0,1004.0,GORDON-2000-11,59.50106646423924,302.99888204834684,0.0
203,9.0,16.0,0.0,22.5,-86.7,40.0,1000.0,GORDON-2000-11,93.9890763288894,286.52074540237135,0.0
204,9.0,16.0,6.0,22.9,-86.6,50.0,997.0,GORDON-2000-11,28.370839551040337,352.00911661728605,0.0
205,9.0,16.0,12.0,23.5,-86.3,55.0,992.0,GORDON-2000-11,45.637043293700124,353.15318118149645,0.0
206,9.0,16.0,18.0,24.3,-85.9,60.0,983.0,GORDON-2000-11,60.79310153948972,126.6666127760476,0.0
207,9.0,17.0,0.0,25.2,-85.4,65.0,985.0,GORDON-2000-11,69.66945841690983,138.1456480517139,0.0
208,9.0,17.0,6.0,26.1,-84.9,70.0,981.0,GORDON-2000-11,69.56565543336093,162.42753599817885,0.0
209,9.0,17.0,12.0,27.1,-84.3,65.0,987.0,GORDON-2000-11,78.43040936184222,192.8180240870124,0.0
210,9.0,17.0,18.0,28.0,-83.8,65.0,985.0,GORDON-2000-11,69.33740965008037,208.15694089384073,0.0
211,9.0,18.0,0.0,28.9,-83.4,60.0,989.0,GORDON-2000-11,66.78181477249504,205.8257691808297,0.0
212,9.0,18.0,6.0,29.8,-83.0,40.0,1000.0,GORDON-2000-11,66.7057144530887,183.47248701513217,0.0
213,9.0,18.0,12.0,31.0,-82.3,30.0,1006.0,GORDON-2000-11,92.84030472846221,82.59950534017202,0.0
214,9.0,18.0,18.0,32.3,-81.5,25.0,1011.0,GORDON-2000-11,101.4272868085146,33.73924344895284,0.0
215,9.0,19.0,0.0,33.5,-80.2,25.0,1011.0,GORDON-2000-11,112.10920527337584,293.79109833062455,0.0
216,9.0,19.0,6.0,35.0,-79.0,20.0,1011.0,GORDON-2000-11,124.28269246234929,302.1346112322523,0.0
217,9.0,19.0,12.0,37.0,-78.2,20.0,1010.0,GORDON-2000-11,145.28115562608554,34.98886459018495,0.0
218,9.0,19.0,18.0,38.5,-76.0,25.0,1008.0,GORDON-2000-11,158.73835318467926,57.39683053247404,0.0
219,9.0,20.0,0.0,40.0,-74.0,25.0,1007.0,GORDON-2000-11,149.00542939960317,256.510883824737,0.0
220,9.0,20.0,6.0,41.5,-72.0,25.0,1005.0,GORDON-2000-11,147.34315880586414,313.24474586188853,0.0
221,9.0,20.0,12.0,42.0,-69.5,30.0,1005.0,GORDON-2000-11,133.45106282384722,198.1759709509582,0.0
222,9.0,20.0,18.0,42.5,-67.2,30.0,1005.0,GORDON-2000-11,122.62938835506903,9.553727637829457,0.0
223,9.0,21.0,0.0,43.0,-65.0,30.0,1004.0,GORDON-2000-11,116.87347371969173,66.2240479420348,0.0
224,9.0,21.0,6.0,43.5,-63.0,30.0,1003.0,GORDON-2000-11,106.4414771500628,122.79077555958278,0.0
225,9.0,15.0,12.0,14.9,-52.2,25.0,1010.0,HELENE-2000-12,0.0,0.0,0.0
226,9.0,15.0,18.0,15.3,-53.0,25.0,1010.0,HELENE-2000-12,60.114793609494775,133.1615315606611,0.0
227,9.0,16.0,0.0,15.6,-53.6,25.0,1010.0,HELENE-2000-12,45.026891837822475,84.75154926037719,0.0
228,9.0,16.0,6.0,15.8,-54.4,25.0,1010.0,HELENE-2000-12,54.99288761331234,48.5298404372511,0.0
229,9.0,16.0,12.0,16.1,-55.9,30.0,1010.0,HELENE-2000-12,101.81133416520946,106.0373023498445,0.0
230,9.0,16.0,18.0,16.4,-58.0,30.0,1010.0,HELENE-2000-12,140.87199055713222,65.0024912029526,0.0
231,9.0,17.0,0.0,16.6,-59.9,30.0,1010.0,HELENE-2000-12,126.66267789909385,39.565737270987796,0.0
232,9.0,17.0,6.0,16.6,-61.7,30.0,1010.0,HELENE-2000-12,119.21782558400963,126.9508537927139,0.0
233,9.0,17.0,12.0,16.4,-63.6,30.0,1010.0,HELENE-2000-12,126.66267789909385,111.4301357887418,0.0
234,9.0,17.0,18.0,16.7,-65.6,30.0,1010.0,HELENE-2000-12,134.11081117317065,29.97090174679107,0.0
235,9.0,18.0,0.0,17.0,-67.1,30.0,1010.0,HELENE-2000-12,101.36121799916113,32.504801013295044,0.0
236,9.0,18.0,6.0,17.1,-68.7,30.0,1010.0,HELENE-2000-12,105.94572438820555,168.8604102769456,0.0
237,9.0,18.0,12.0,17.2,-70.6,30.0,1010.0,HELENE-2000-12,125.66522551532482,128.92108366434846,0.0
238,9.0,18.0,18.0,17.4,-72.5,30.0,1010.0,HELENE-2000-12,126.13283449154855,353.29025469235404,0.0
239,9.0,19.0,0.0,17.6,-74.4,30.0,1010.0,HELENE-2000-12,125.99657750052853,214.9012038387978,0.0
240,9.0,19.0,6.0,18.3,-76.3,30.0,1010.0,HELENE-2000-12,133.96197138520913,236.20062490171432,0.0
241,9.0,19.0,12.0,18.9,-78.3,30.0,1010.0,HELENE-2000-12,137.41073698112942,260.7623678323606,0.0
242,9.0,19.0,18.0,19.4,-79.6,30.0,1010.0,HELENE-2000-12,91.63939181836848,241.03642326477745,0.0
243,9.0,20.0,0.0,19.9,-81.0,30.0,1010.0,HELENE-2000-12,97.45487696934227,321.7122074142777,0.0
244,9.0,20.0,6.0,20.7,-82.6,25.0,1010.0,HELENE-2000-12,117.52828832756748,25.07067063557834,0.0
245,9.0,20.0,12.0,21.8,-84.3,25.0,1010.0,HELENE-2000-12,133.30403477118392,95.94625151052496,0.0
246,9.0,20.0,18.0,23.0,-85.4,25.0,1010.0,HELENE-2000-12,108.71221443380675,29.449024636858965,0.0
247,9.0,21.0,0.0,23.9,-86.1,25.0,1008.0,HELENE-2000-12,76.41224662225771,278.09958304028265,0.0
248,9.0,21.0,6.0,24.9,-86.6,35.0,1007.0,HELENE-2000-12,75.94006547144052,207.84655471952698,0.0
249,9.0,21.0,12.0,26.1,-87.0,45.0,1006.0,HELENE-2000-12,86.6073865780116,280.12882164438,0.0
250,9.0,21.0,18.0,27.1,-87.1,60.0,999.0,HELENE-2000-12,69.38851101319817,2.4776584525894116,0.0
251,9.0,22.0,0.0,28.4,-87.2,60.0,996.0,HELENE-2000-12,90.0545609423374,9.483831822424035,0.0
252,9.0,22.0,6.0,29.5,-87.2,50.0,1001.0,HELENE-2000-12,76.02406992436916,180.0,0.0
253,9.0,22.0,12.0,30.5,-86.6,35.0,1006.0,HELENE-2000-12,77.88572048495699,152.27780086957657,0.0
254,9.0,22.0,18.0,31.6,-85.4,25.0,1010.0,HELENE-2000-12,104.05621931179729,110.7817663113683,0.0
255,9.0,23.0,0.0,32.9,-83.5,25.0,1011.0,HELENE-2000-12,142.84398526697134,163.20095865442752,0.0
256,9.0,23.0,6.0,33.6,-81.7,25.0,1012.0,HELENE-2000-12,114.73249790206526,325.647856369073,0.0
257,9.0,23.0,12.0,34.4,-80.0,25.0,1011.0,HELENE-2000-12,112.00078309522226,261.64783530433544,0.0
258,9.0,23.0,18.0,35.4,-78.0,35.0,1010.0,HELENE-2000-12,132.76743296216947,322.28066798502675,0.0
259,9.0,24.0,0.0,36.4,-76.1,40.0,1008.0,HELENE-2000-12,126.84664275459699,162.21578827084917,0.0
260,9.0,24.0,6.0,37.2,-74.7,45.0,1005.0,HELENE-2000-12,95.18057119075222,118.12986809200446,0.0
261,9.0,24.0,12.0,38.0,-72.5,45.0,1001.0,HELENE-2000-12,132.5435325827482,101.14990122721271,0.0
262,9.0,24.0,18.0,39.2,-70.1,45.0,997.0,HELENE-2000-12,153.8824646972367,5.299795502766851,0.0
263,9.0,25.0,0.0,40.1,-66.8,55.0,993.0,HELENE-2000-12,186.2820076167118,173.31471262546523,0.0
264,9.0,25.0,6.0,41.6,-62.2,60.0,986.0,HELENE-2000-12,261.8295259591183,129.94266098111896,0.0
265,9.0,25.0,12.0,44.0,-55.5,55.0,988.0,HELENE-2000-12,377.92511021352,152.6802845189024,0.0
266,9.0,25.0,18.0,46.1,-48.8,45.0,990.0,HELENE-2000-12,357.7411372664204,339.48518524946013,0.0
267,9.0,21.0,12.0,11.5,-23.0,30.0,1008.0,ISAAC-2000-13,0.0,0.0,0.0
268,9.0,21.0,18.0,11.9,-24.5,30.0,1008.0,ISAAC-2000-13,105.21180221884269,235.87609124444288,0.0
269,9.0,22.0,0.0,12.3,-25.9,35.0,1005.0,ISAAC-2000-13,98.56426491016632,265.4501097454788,0.0
270,9.0,22.0,6.0,12.7,-27.2,40.0,1001.0,ISAAC-2000-13,91.96986695254776,280.07331226586405,0.0
271,9.0,22.0,12.0,13.1,-28.7,45.0,1000.0,ISAAC-2000-13,104.76556457234821,240.3724260309291,0.0
272,9.0,22.0,18.0,13.5,-30.1,45.0,1000.0,ISAAC-2000-13,98.1366941665834,280.13500275703603,0.0
273,9.0,23.0,0.0,13.7,-31.2,50.0,997.0,ISAAC-2000-13,75.1740559838213,335.90694809036603,0.0
274,9.0,23.0,6.0,13.9,-32.3,55.0,994.0,ISAAC-2000-13,75.1122759183009,343.3168017075417,0.0
275,9.0,23.0,12.0,14.3,-33.2,70.0,984.0,ISAAC-2000-13,66.35991533676517,157.55110623670893,0.0
276,9.0,23.0,18.0,14.6,-34.2,85.0,973.0,ISAAC-2000-13,70.06442621982684,157.84341982822548,0.0
277,9.0,24.0,0.0,14.9,-35.0,105.0,960.0,ISAAC-2000-13,57.347440918258066,132.05274428988739,0.0
278,9.0,24.0,6.0,15.1,-35.8,100.0,960.0,ISAAC-2000-13,55.165981278987125,58.761586773109954,0.0
279,9.0,24.0,12.0,15.5,-36.8,100.0,960.0,ISAAC-2000-13,72.16794359378665,56.62837815131479,0.0
280,9.0,24.0,18.0,15.8,-37.8,100.0,960.0,ISAAC-2000-13,69.70548627947063,99.85940035187751,0.0
281,9.0,25.0,0.0,16.3,-38.6,95.0,965.0,ISAAC-2000-13,63.383385254085134,143.33696863833072,0.0
282,9.0,25.0,6.0,16.7,-39.5,95.0,965.0,ISAAC-2000-13,65.7355483933846,108.10984709785862,0.0
283,9.0,25.0,12.0,17.2,-40.4,90.0,970.0,ISAAC-2000-13,68.80620607710809,4.00260632121652,0.0
284,9.0,25.0,18.0,17.6,-41.2,90.0,970.0,ISAAC-2000-13,59.56399325259324,344.39401462280125,0.0
285,9.0,26.0,0.0,17.9,-42.0,90.0,970.0,ISAAC-2000-13,56.592967964067796,263.65723475023924,0.0
286,9.0,26.0,6.0,18.3,-42.9,85.0,973.0,ISAAC-2000-13,65.26727243867602,223.1249994727035,0.0
287,9.0,26.0,12.0,18.6,-43.9,75.0,980.0,ISAAC-2000-13,68.7607077146786,250.47332264138757,0.0
288,9.0,26.0,18.0,19.1,-45.0,75.0,980.0,ISAAC-2000-13,79.81487532176308,300.2794959055559,0.0
289,9.0,27.0,0.0,19.6,-46.0,80.0,977.0,ISAAC-2000-13,73.79890158442397,275.7184907667509,0.0
290,9.0,27.0,6.0,20.4,-47.0,85.0,973.0,ISAAC-2000-13,85.29200394665128,180.99021060969454,0.0
291,9.0,27.0,12.0,21.0,-48.1,90.0,970.0,ISAAC-2000-13,82.3225690867771,118.30940707752565,0.0
292,9.0,27.0,18.0,21.9,-49.5,95.0,965.0,ISAAC-2000-13,109.4479037565837,79.4420860131515,0.0
293,9.0,28.0,0.0,22.8,-50.6,100.0,960.0,ISAAC-2000-13,93.87636476330215,141.9555123613689,0.0
294,9.0,28.0,6.0,23.8,-52.0,105.0,955.0,ISAAC-2000-13,112.57681423276188,310.4237565367624,0.0
295,9.0,28.0,12.0,25.0,-52.9,110.0,950.0,ISAAC-2000-13,100.43320759133996,298.1190498559147,0.0
296,9.0,28.0,18.0,26.6,-54.2,120.0,943.0,ISAAC-2000-13,137.00566736609252,187.89975638230464,0.0
297,9.0,29.0,0.0,28.0,-55.1,115.0,948.0,ISAAC-2000-13,111.43135769486732,50.259554397943255,0.0
298,9.0,29.0,6.0,29.7,-55.9,110.0,950.0,ISAAC-2000-13,127.0796503404637,171.88562090387185,0.0
299,9.0,29.0,12.0,31.2,-56.2,105.0,955.0,ISAAC-2000-13,105.19859635586216,209.02726737735637,0.0
300,9.0,29.0,18.0,32.9,-55.9,90.0,965.0,ISAAC-2000-13,118.79854927772195,1.9706507337716912,0.0
301,9.0,30.0,0.0,34.4,-55.2,85.0,970.0,ISAAC-2000-13,111.21578481427181,320.4835998892827,0.0
302,9.0,30.0,6.0,35.7,-54.0,80.0,975.0,ISAAC-2000-13,112.61269425995165,335.21838080098087,0.0
303,9.0,30.0,12.0,37.0,-51.8,75.0,979.0,ISAAC-2000-13,151.87774612464938,127.42088799985402,0.0
304,9.0,30.0,18.0,38.3,-49.8,70.0,985.0,ISAAC-2000-13,141.59052319086743,48.68343719028356,0.0
305,10.0,1.0,0.0,39.7,-47.9,65.0,987.0,ISAAC-2000-13,140.62168078522143,207.96770289894738,0.0
306,10.0,1.0,6.0,40.9,-45.7,60.0,990.0,ISAAC-2000-13,142.55975570038132,306.1594624350746,0.0
307,10.0,1.0,12.0,42.1,-43.6,55.0,990.0,ISAAC-2000-13,136.7193123501057,195.70526040301195,0.0
308,10.0,1.0,18.0,43.5,-39.5,55.0,990.0,ISAAC-2000-13,229.2881989752221,241.71753197320515,0.0
309,10.0,2.0,0.0,44.5,-36.5,55.0,982.0,ISAAC-2000-13,164.36767284539533,7.123315119281598,0.0
310,10.0,2.0,6.0,45.7,-33.0,60.0,972.0,ISAAC-2000-13,189.7995060788277,22.505164788868274,0.0
311,10.0,2.0,12.0,47.0,-29.0,60.0,975.0,ISAAC-2000-13,210.8803516056437,124.8480803515812,0.0
312,10.0,2.0,18.0,48.5,-25.0,60.0,976.0,ISAAC-2000-13,212.7923101032164,171.58097864756118,0.0
313,10.0,3.0,0.0,49.5,-20.5,60.0,976.0,ISAAC-2000-13,215.3861124759512,262.21342606603844,0.0
314,10.0,3.0,6.0,50.5,-16.5,60.0,978.0,ISAAC-2000-13,190.63552867977393,291.4560283803065,0.0
315,10.0,3.0,12.0,52.0,-12.0,55.0,982.0,ISAAC-2000-13,220.4958529022497,11.073000642531085,0.0
316,10.0,3.0,18.0,55.0,-9.0,45.0,988.0,ISAAC-2000-13,241.19416533347967,0.1983712252914824,0.0
317,10.0,4.0,0.0,58.0,-6.0,45.0,989.0,ISAAC-2000-13,236.76914515527335,0.9769368042670247,0.0
318,10.0,4.0,6.0,62.0,-4.0,45.0,994.0,ISAAC-2000-13,284.9246447990129,41.37450200375323,0.0
319,9.0,25.0,12.0,11.2,-29.6,25.0,1009.0,JOYCE-2000-14,0.0,0.0,0.0
320,9.0,25.0,18.0,11.4,-30.7,30.0,1009.0,JOYCE-2000-14,75.82084186020583,203.3900791917236,0.0
321,9.0,26.0,0.0,11.5,-31.9,35.0,1008.0,JOYCE-2000-14,81.57801406260003,213.0105902506488,0.0
322,9.0,26.0,6.0,11.6,-33.0,35.0,1007.0,JOYCE-2000-14,74.8045076128823,297.9456538649464,0.0
323,9.0,26.0,12.0,11.6,-34.1,35.0,1005.0,JOYCE-2000-14,74.47125102703585,329.2729693490259,0.0
324,9.0,26.0,18.0,11.7,-35.3,40.0,1002.0,JOYCE-2000-14,81.52025625518678,303.7147459231622,0.0
325,9.0,27.0,0.0,12.1,-36.4,50.0,998.0,JOYCE-2000-14,79.36073901532299,237.30431251816373,0.0
326,9.0,27.0,6.0,12.2,-37.6,55.0,993.0,JOYCE-2000-14,81.3715500782175,245.86187133011038,0.0
327,9.0,27.0,12.0,12.4,-38.8,65.0,985.0,JOYCE-2000-14,82.20199114544626,284.84539814870726,0.0
328,9.0,27.0,18.0,12.5,-40.1,70.0,978.0,JOYCE-2000-14,88.00553988241116,283.4006486841877,0.0
329,9.0,28.0,0.0,12.4,-41.3,75.0,976.0,JOYCE-2000-14,81.27937352068207,269.37796552777615,0.0
330,9.0,28.0,6.0,12.2,-42.5,80.0,975.0,JOYCE-2000-14,82.20199114544668,247.04039038476088,0.0
331,9.0,28.0,12.0,11.7,-43.8,80.0,975.0,JOYCE-2000-14,94.4478814656578,218.63236277782372,0.0
332,9.0,28.0,18.0,11.3,-45.0,75.0,976.0,JOYCE-2000-14,85.84340506383799,214.35224710463797,0.0
333,9.0,29.0,0.0,10.9,-46.1,75.0,977.0,JOYCE-2000-14,79.55915243054281,10.033080869078903,0.0
334,9.0,29.0,6.0,10.7,-47.2,70.0,980.0,JOYCE-2000-14,75.94587570655875,15.073162858600629,0.0
335,9.0,29.0,12.0,10.5,-48.6,65.0,984.0,JOYCE-2000-14,96.10585266496092,70.75157533080558,0.0
336,9.0,29.0,18.0,10.5,-50.1,60.0,988.0,JOYCE-2000-14,101.93313947381819,151.18051731784894,0.0
337,9.0,30.0,0.0,10.4,-51.7,55.0,992.0,JOYCE-2000-14,108.96559716211947,99.73849559677869,0.0
338,9.0,30.0,6.0,10.3,-53.3,50.0,996.0,JOYCE-2000-14,109.00036927479293,39.92960961600159,0.0
339,9.0,30.0,12.0,10.3,-54.9,45.0,1000.0,JOYCE-2000-14,108.79835231257627,86.33183982666061,0.0
340,9.0,30.0,18.0,10.5,-56.6,40.0,1003.0,JOYCE-2000-14,116.38506338917533,151.68870970339592,0.0
341,10.0,1.0,0.0,10.7,-58.0,40.0,1005.0,JOYCE-2000-14,96.1058526649609,119.61523791590078,0.0
342,10.0,1.0,6.0,11.0,-59.5,35.0,1006.0,JOYCE-2000-14,103.90538074817913,359.74242798402577,0.0
343,10.0,1.0,12.0,11.3,-60.9,35.0,1007.0,JOYCE-2000-14,97.16917247797556,314.40954134463385,0.0
344,10.0,1.0,18.0,11.7,-62.3,30.0,1008.0,JOYCE-2000-14,98.76318022944501,221.8482482467421,0.0
345,10.0,2.0,0.0,11.9,-63.5,30.0,1009.0,JOYCE-2000-14,82.350941909971,247.14844783720295,0.0
346,10.0,2.0,6.0,11.9,-64.9,25.0,1009.0,JOYCE-2000-14,94.67838139731414,298.0260931459386,0.0
347,9.0,28.0,18.0,16.1,-82.9,25.0,1005.0,KEITH-2000-15,0.0,0.0,0.0
348,9.0,29.0,0.0,16.2,-83.3,25.0,1004.0,KEITH-2000-15,27.43880970667188,156.471890261356,0.0
349,9.0,29.0,6.0,16.6,-83.6,30.0,1003.0,KEITH-2000-15,34.05690526969626,148.14459588455787,0.0
350,9.0,29.0,12.0,16.9,-84.0,30.0,1002.0,KEITH-2000-15,33.62537148671848,20.6481053078375,0.0
351,9.0,29.0,18.0,17.4,-84.8,40.0,1000.0,KEITH-2000-15,63.12937481556593,355.0133468083656,0.0
352,9.0,30.0,0.0,17.7,-85.4,45.0,993.0,KEITH-2000-15,44.64417238659465,338.3193903170594,0.0
353,9.0,30.0,6.0,17.9,-86.0,55.0,987.0,KEITH-2000-15,41.83222157010507,248.17653164303098,0.0
354,9.0,30.0,12.0,17.9,-86.4,65.0,982.0,KEITH-2000-15,26.30693295320664,202.72690704317614,0.0
355,9.0,30.0,18.0,17.9,-86.7,75.0,977.0,KEITH-2000-15,19.730201370907835,192.50885105691813,0.0
356,10.0,1.0,0.0,17.9,-86.9,100.0,955.0,KEITH-2000-15,13.153468369175911,187.3767645923535,0.0
357,10.0,1.0,6.0,17.9,-87.2,120.0,941.0,KEITH-2000-15,19.730201370908667,190.03777516508129,0.0
358,10.0,1.0,7.0,17.9,-87.3,120.0,939.0,KEITH-2000-15,6.576734421158145,183.33466615379933,0.0
359,10.0,1.0,12.0,17.9,-87.4,115.0,944.0,KEITH-2000-15,6.5767344211589815,183.33609087196533,0.0
360,10.0,1.0,18.0,17.9,-87.7,110.0,950.0,KEITH-2000-15,19.730201370907835,190.4755628144914,0.0
361,10.0,2.0,0.0,17.8,-87.9,100.0,959.0,KEITH-2000-15,14.861926707706683,186.29434620528266,0.0
362,10.0,2.0,6.0,17.6,-87.8,80.0,974.0,KEITH-2000-15,15.310569944164659,178.17168996398257,0.0
363,10.0,2.0,12.0,17.7,-87.8,70.0,980.0,KEITH-2000-15,6.911279084033525,180.0,0.0
364,10.0,2.0,18.0,17.7,-87.9,65.0,987.0,KEITH-2000-15,6.584109292305646,182.49471572586052,0.0
365,10.0,3.0,0.0,17.9,-88.0,60.0,989.0,KEITH-2000-15,15.308988877843912,184.1953830115538,0.0
366,10.0,3.0,6.0,18.0,-88.4,45.0,990.0,KEITH-2000-15,27.192456060596474,211.2113917462243,0.0
367,10.0,3.0,12.0,18.3,-88.8,30.0,995.0,KEITH-2000-15,33.4661353307432,304.9454736278301,0.0
368,10.0,3.0,18.0,18.6,-89.5,30.0,998.0,KEITH-2000-15,50.35856201447665,319.5398498502482,0.0
369,10.0,4.0,0.0,19.0,-90.4,25.0,1000.0,KEITH-2000-15,65.04948531521477,290.18982969451235,0.0
370,10.0,4.0,6.0,19.5,-91.4,30.0,1000.0,KEITH-2000-15,73.83413261711837,223.56310797989977,0.0
371,10.0,4.0,12.0,19.9,-92.5,35.0,999.0,KEITH-2000-15,76.72746396855818,229.77647236388194,0.0
372,10.0,4.0,18.0,20.3,-93.5,40.0,996.0,KEITH-2000-15,70.54551986443482,351.5954010597461,0.0
